UserID,TrackId,rating
199911,50179,0
199911,229538,160
199912,252021,0
199912,125831,60
199912,233293,10
199912,286721,0
199912,87357,10
199912,188926,0
199914,284745,180
199914,137479,0
199914,94531,180
199914,295555,180
199914,262472,0
199914,78278,0
199915,118642,0
199915,252839,0
199915,232361,90
199915,11535,340
199915,266171,90
199915,29554,180
199918,251164,180
199918,114265,80
199918,103426,80
199918,138333,180
199918,150958,0
199918,242417,260
199920,237580,180
199920,138590,0
199920,77933,260
199920,247578,110
199920,144100,180
199920,106344,150
199921,48891,60
199921,175928,80
199921,143902,0
199921,95242,90
199921,198864,90
199921,76816,0
199924,108161,80
199924,16078,220
199924,120535,80
199924,54651,0
199924,49904,0
199924,62568,0
199926,142473,0
199926,180224,0
199926,73940,0
199926,44783,190
199926,139444,0
199926,41368,190
199928,137693,200
199928,87125,0
199928,171481,200
199928,251278,0
199928,65142,0
199928,215837,200
199931,140334,0
199931,90442,100
199931,161183,200
199931,242657,0
199931,149874,192
199931,122518,0
199932,131954,0
199932,68360,0
199932,119027,90
199932,284320,0
199932,104542,0
199932,2924,80
199934,222840,30
199934,18198,50
199934,37960,70
199934,250816,190
199934,170214,150
199934,44222,220
199936,32596,160
199936,12969,0
199936,216902,0
199936,89110,50
199936,71574,180
199936,245276,0
199937,20538,0
199937,151964,250
199937,171735,90
199937,163166,250
199937,95326,0
199937,270004,250
199939,111062,0
199939,223859,100
199939,165847,0
199939,245574,0
199939,171700,0
199939,12922,60
199941,135759,270
199941,261128,0
199941,220067,0
199941,191060,180
199941,45668,180
199941,92843,0
199944,67182,0
199944,281157,260
199944,18733,260
199944,166911,0
199944,181496,260
199944,118642,0
199947,107099,0
199947,99698,0
199947,196040,0
199947,52853,120
199947,19388,0
199947,163568,340
199949,157403,100
199949,262177,100
199949,187117,0
199949,73710,0
199949,157478,100
199949,48583,0
199954,44782,260
199954,75676,170
199954,144640,0
199954,277674,0
199954,85063,170
199954,92599,0
199955,264558,270
199955,224104,90
199955,267631,0
199955,152820,0
199955,99223,180
199955,111277,180
199958,248267,0
199958,202112,0
199958,7740,270
199958,263828,120
199958,37057,0
199958,43391,270
199961,72011,170
199961,85844,260
199961,17790,0
199961,12010,260
199961,203948,260
199961,44094,0
199962,14689,270
199962,39799,0
199962,39602,0
199962,38287,270
199962,63433,180
199962,250006,0
199963,202739,180
199963,214979,80
199963,2843,0
199963,132003,0
199963,183159,90
199963,222425,200
199966,94498,90
199966,85844,270
199966,17907,0
199966,6173,270
199966,156103,90
199966,4310,90
199973,9810,150
199973,143588,240
199973,257449,170
199973,39447,0
199973,204267,80
199973,172907,0
199974,295907,0
199974,10628,180
199974,286329,180
199974,73886,0
199974,70203,0
199974,282197,180
199976,125958,250
199976,138333,260
199976,63855,240
199976,88123,170
199976,188301,170
199976,116957,0
199977,293108,140
199977,211659,0
199977,61827,190
199977,12127,0
199977,153742,0
199977,281844,70
199981,244686,80
199981,190154,220
199981,206026,0
199981,260780,0
199981,142675,0
199981,154382,180
199982,220973,180
199982,79550,0
199982,183431,0
199982,114059,180
199982,120535,0
199982,189306,140
199983,240746,180
199983,163720,0
199983,6330,180
199983,47483,270
199983,4102,180
199983,245818,0
199984,199756,260
199984,66754,0
199984,268182,260
199984,197751,0
199984,135194,170
199984,254703,0
199989,174481,240
199989,133167,0
199989,184197,260
199989,145221,200
199989,70738,80
199989,48244,80
199991,108560,70
199991,152985,90
199991,200612,230
199991,18684,70
199991,32651,90
199991,247852,40
199996,75564,200
199996,154321,190
199996,61539,0
199996,44110,0
199996,237168,0
199996,58813,0
199997,210679,260
199997,5791,160
199997,233951,80
199997,12756,170
199997,37154,200
199997,215013,0
200000,28885,0
200000,245668,200
200000,66741,100
200000,61924,200
200000,156098,0
200000,275159,0
200008,104154,0
200008,46876,0
200008,256560,50
200008,67905,290
200008,1139,110
200008,141686,0
200011,12596,0
200011,9135,80
200011,120099,230
200011,34204,80
200011,206993,190
200011,185400,190
200015,238871,0
200015,231629,0
200015,232699,0
200015,42375,90
200015,288583,0
200015,291248,90
200017,214205,0
200017,69801,100
200017,172315,290
200017,237086,290
200017,248372,0
200017,250952,0
200020,160977,180
200020,102918,0
200020,35714,0
200020,177509,440
200020,21102,260
200020,254344,50
200022,78599,0
200022,69145,80
200022,14434,320
200022,251839,80
200022,52131,180
200022,201326,410
200024,65495,0
200024,256187,170
200024,38735,80
200024,142844,0
200024,206527,80
200024,202088,0
200031,30877,310
200031,8244,260
200031,130183,0
200031,198762,90
200031,34503,310
200031,227283,230
200032,218377,0
200032,110262,0
200032,18681,180
200032,138493,180
200032,64167,180
200032,22820,0
200033,238637,260
200033,280510,260
200033,81561,90
200033,154323,0
200033,246110,180
200033,115430,0
200034,59870,0
200034,258228,0
200034,57481,180
200034,289146,0
200034,193705,0
200034,216403,180
200039,33786,250
200039,93820,160
200039,158950,70
200039,129597,180
200039,64855,210
200039,9222,210
200042,52853,80
200042,155158,260
200042,110558,180
200042,174226,80
200042,160629,340
200042,97838,160
200044,276970,0
200044,144465,0
200044,237953,180
200044,273540,160
200044,65494,50
200044,237561,340
200045,278533,30
200045,36514,270
200045,192445,180
200045,5114,0
200045,206449,0
200045,172949,180
200046,153923,110
200046,82066,70
200046,106788,360
200046,234917,200
200046,232322,250
200046,7858,160
200049,140281,0
200049,68473,0
200049,110918,0
200049,262523,0
200049,146264,0
200049,63340,90
200053,275356,250
200053,224601,0
200053,266176,80
200053,266936,0
200053,236876,150
200053,248056,0
200054,258428,70
200054,155798,260
200054,196987,140
200054,241475,170
200054,198197,260
200054,153172,260
200055,52198,180
200055,233815,0
200055,175557,0
200055,59101,0
200055,56695,180
200055,134398,90
200061,96084,0
200061,79655,330
200061,87277,270
200061,137432,0
200061,126448,330
200061,165136,210
200062,409,0
200062,274169,90
200062,34583,0
200062,267994,0
200062,282197,90
200062,120246,0
200063,197591,0
200063,65494,200
200063,279986,518
200063,1779,35
200063,39137,250
200063,237564,35
200065,179571,0
200065,196286,0
200065,26875,180
200065,119451,90
200065,227397,0
200065,243829,70
200066,252312,310
200066,214595,310
200066,247413,0
200066,163568,400
200066,133542,0
200066,281136,0
200067,10177,0
200067,50554,0
200067,238616,90
200067,174122,180
200067,243032,0
200067,131043,0
200069,8669,260
200069,131703,0
200069,125825,80
200069,248957,260
200069,10794,0
200069,218715,260
200070,104207,0
200070,39252,170
200070,271459,0
200070,191512,160
200070,124239,0
200070,219295,160
200071,110406,0
200071,286617,170
200071,151553,0
200071,291135,120
200071,226251,0
200071,233170,0
200072,128068,0
200072,101141,90
200072,272622,270
200072,29894,230
200072,36641,360
200072,63433,0
200073,30193,0
200073,52063,200
200073,28167,190
200073,277867,0
200073,175274,0
200073,260816,90
200074,269977,0
200074,276467,290
200074,210679,52
200074,38502,380
200074,289311,0
200074,142078,81
200077,112017,80
200077,179993,170
200077,51632,0
200077,98279,0
200077,142715,90
200077,127917,0
200081,73524,180
200081,164949,340
200081,193711,350
200081,207829,0
200081,10062,160
200081,30624,0
200083,38933,170
200083,76639,0
200083,126581,260
200083,106736,0
200083,147920,0
200083,66989,200
200084,56551,0
200084,292483,0
200084,232515,80
200084,93839,0
200084,216153,80
200084,14869,280
200085,49158,240
200085,172871,0
200085,134106,0
200085,284406,0
200085,138809,80
200085,32503,260
200096,16581,80
200096,45935,180
200096,188471,0
200096,68144,180
200096,130934,180
200096,218442,160
200098,285456,0
200098,289558,0
200098,243829,260
200098,278152,260
200098,21220,0
200098,278582,180
200099,173182,90
200099,239473,180
200099,276334,80
200099,41892,0
200099,85375,0
200099,159970,190
200100,143734,180
200100,29345,0
200100,274810,0
200100,37816,0
200100,10628,90
200100,173495,180
200101,156642,0
200101,103861,210
200101,203386,70
200101,251902,70
200101,228077,140
200101,239984,120
200104,1066,260
200104,38453,260
200104,191718,0
200104,112280,0
200104,99178,180
200104,282514,0
200105,157843,70
200105,20968,0
200105,179956,70
200105,150250,0
200105,85659,70
200105,152229,0
200106,67182,180
200106,181408,0
200106,67509,260
200106,72517,260
200106,84948,80
200106,152491,160
200112,24444,80
200112,107026,80
200112,100877,170
200112,182869,0
200112,71923,170
200112,255284,170
200116,149496,260
200116,126940,0
200116,80138,0
200116,288583,0
200116,106102,160
200116,272638,260
200117,111183,0
200117,118407,180
200117,221371,0
200117,215325,0
200117,29256,90
200117,159641,180
200118,63358,0
200118,284107,200
200118,77125,200
200118,240379,0
200118,243335,0
200118,153923,0
200124,78157,0
200124,162126,0
200124,284066,0
200124,158428,0
200124,280405,90
200124,112595,90
200126,157702,170
200126,263539,180
200126,157784,180
200126,174788,250
200126,141773,80
200126,57701,160
200127,159548,80
200127,70524,0
200127,180109,260
200127,115656,260
200127,10453,0
200127,150618,260
200128,62961,270
200128,285837,270
200128,129803,180
200128,141637,0
200128,208113,160
200128,105251,180
200138,189306,200
200138,190567,170
200138,66946,0
200138,293300,170
200138,201191,90
200138,151866,180
200140,214979,280
200140,283715,30
200140,210549,160
200140,159580,0
200140,2578,80
200140,158633,0
200141,229894,260
200141,250273,250
200141,178659,80
200141,120563,180
200141,201191,0
200141,47420,0
200143,8486,0
200143,187136,20
200143,216914,140
200143,131171,50
200143,51859,0
200143,273031,230
200145,168855,110
200145,89740,110
200145,255196,150
200145,59168,0
200145,164892,0
200145,232758,0
200148,16367,80
200148,144472,80
200148,138863,420
200148,40651,240
200148,159549,80
200148,72771,80
200151,33126,80
200151,23938,260
200151,213415,0
200151,78176,80
200151,170506,420
200151,177409,260
200152,255924,150
200152,187117,80
200152,193934,260
200152,20736,0
200152,210372,0
200152,225472,80
200154,14467,0
200154,46390,280
200154,56423,0
200154,255924,300
200154,152033,80
200154,183027,80
200155,160843,360
200155,257449,360
200155,14995,0
200155,4359,180
200155,134877,440
200155,113416,0
200156,249323,0
200156,270454,200
200156,133594,230
200156,201706,200
200156,94893,160
200156,70945,80
200158,275149,0
200158,286433,180
200158,146448,90
200158,177585,50
200158,128066,70
200158,214871,250
200159,238869,170
200159,211335,0
200159,279176,260
200159,26075,0
200159,206537,0
200159,274931,170
200160,173982,180
200160,191762,280
200160,111151,0
200160,293195,0
200160,231680,50
200160,103933,266
200162,227617,220
200162,211864,180
200162,171714,0
200162,204679,80
200162,131352,0
200162,57671,0
200163,5852,50
200163,31440,0
200163,216055,180
200163,90370,0
200163,113841,180
200163,82698,180
200165,244256,80
200165,226077,280
200165,235981,80
200165,54084,280
200165,46922,280
200165,118861,0
200166,193878,0
200166,152465,0
200166,282686,0
200166,58283,0
200166,249972,0
200166,49989,0
200168,33106,72
200168,170773,0
200168,40055,0
200168,121501,0
200168,226576,0
200168,75322,72
200173,153297,0
200173,293022,90
200173,255190,0
200173,232699,180
200173,288329,0
200173,118642,180
200174,94893,90
200174,137908,30
200174,87687,180
200174,281141,30
200174,106183,270
200174,96153,230
200176,74079,190
200176,141029,0
200176,216094,80
200176,213072,260
200176,213238,80
200176,135745,0
200179,13,0
200179,203607,0
200179,145146,0
200179,131564,270
200179,59296,150
200179,75833,160
200182,198544,0
200182,121002,260
200182,295485,260
200182,145607,80
200182,219744,260
200182,274874,0
200186,141772,0
200186,291044,180
200186,56317,0
200186,205730,180
200186,69847,180
200186,185363,0
200191,225926,0
200191,216514,250
200191,129085,180
200191,156250,0
200191,165227,0
200191,41301,180
200193,129391,0
200193,230030,0
200193,154493,180
200193,284157,180
200193,292109,180
200193,238779,90
200195,5791,0
200195,95871,180
200195,41833,180
200195,155580,90
200195,255065,180
200195,177409,0
200198,73557,250
200198,8244,340
200198,291338,0
200198,207050,170
200198,181457,80
200198,50020,80
200203,3800,180
200203,271107,180
200203,175306,0
200203,151596,180
200203,208948,0
200203,1618,180
200205,211280,80
200205,262177,90
200205,259375,150
200205,143817,80
200205,14498,170
200205,88636,0
200207,122157,90
200207,24705,0
200207,279879,90
200207,9277,0
200207,135181,0
200207,162591,0
200209,238389,190
200209,175144,190
200209,57187,0
200209,239551,80
200209,255270,0
200209,109024,210
200212,193003,360
200212,138112,140
200212,195566,0
200212,228469,280
200212,166,100
200212,80339,50
200213,79224,30
200213,183527,160
200213,10877,140
200213,194256,250
200213,18749,270
200213,223164,360
200216,49426,0
200216,180231,90
200216,190549,180
200216,108120,90
200216,52700,0
200216,157492,10
200217,222878,0
200217,46242,200
200217,210305,0
200217,245382,50
200217,176480,180
200217,221725,190
200223,45171,0
200223,48871,0
200223,21780,0
200223,158155,0
200223,189751,0
200223,87330,90
200224,204859,0
200224,268606,150
200224,228063,0
200224,73335,270
200224,110276,0
200224,216698,280
200229,98915,0
200229,122251,180
200229,205329,0
200229,48961,180
200229,92035,260
200229,151596,80
200232,169756,0
200232,93820,0
200232,97179,70
200232,31731,240
200232,88231,327
200232,225018,0
200234,52617,190
200234,243325,0
200234,193350,100
200234,35632,0
200234,219182,0
200234,71455,370
200236,92180,170
200236,92169,130
200236,14141,160
200236,255647,200
200236,44744,0
200236,27608,0
200237,6675,0
200237,176102,100
200237,16164,300
200237,18289,110
200237,170773,100
200237,242779,300
200240,125944,90
200240,167292,80
200240,165847,100
200240,253028,220
200240,204533,0
200240,189540,0
200241,174498,90
200241,66685,0
200241,125642,180
200241,134945,90
200241,188867,0
200241,178429,0
200242,184307,0
200242,202042,0
200242,264028,0
200242,59317,70
200242,269792,260
200242,142905,80
200243,13495,560
200243,263280,360
200243,159305,0
200243,239829,380
200243,285007,70
200243,140645,70
200250,73557,80
200250,54690,90
200250,278136,0
200250,52063,0
200250,258828,260
200250,291128,180
200251,23559,0
200251,149318,0
200251,19780,0
200251,186248,0
200251,279481,0
200251,90712,0
200256,253277,210
200256,136899,0
200256,58360,240
200256,90712,260
200256,189544,0
200256,278106,80
200257,167873,90
200257,161009,50
200257,201147,230
200257,261450,240
200257,165215,0
200257,23103,250
200258,26097,289
200258,24997,0
200258,191995,0
200258,198880,0
200258,211753,393
200258,76685,400
200263,207212,260
200263,208284,100
200263,132785,0
200263,127818,260
200263,143401,0
200263,88446,0
200266,7188,80
200266,244768,340
200266,184758,160
200266,107703,0
200266,266739,80
200266,73557,170
200269,67156,80
200269,238868,0
200269,19214,0
200269,265654,0
200269,2538,220
200269,289111,340
200270,145667,0
200270,231225,180
200270,147382,370
200270,127941,150
200270,44963,180
200270,139707,90
200273,200633,160
200273,252928,0
200273,55412,90
200273,265292,0
200273,32392,120
200273,270469,70
200278,271418,0
200278,224135,0
200278,180999,90
200278,108762,260
200278,114082,0
200278,261879,90
200279,48282,0
200279,178208,0
200279,58919,80
200279,207704,0
200279,109024,80
200279,72878,0
200280,17790,100
200280,290787,270
200280,2018,0
200280,208389,90
200280,235263,0
200280,247065,250
200283,232057,320
200283,117244,60
200283,228077,220
200283,49270,80
200283,53274,30
200283,288909,90
200288,55618,160
200288,163853,334
200288,139745,160
200288,278854,280
200288,1385,0
200288,55862,100
200293,120535,60
200293,268991,0
200293,94355,0
200293,100055,0
200293,277641,180
200293,281849,160
200296,137780,0
200296,198893,90
200296,238658,0
200296,222836,0
200296,254251,0
200296,141970,90
200298,217090,140
200298,108120,0
200298,204836,210
200298,216962,270
200298,155798,0
200298,243646,0
200302,102547,0
200302,285463,180
200302,106094,0
200302,167345,180
200302,22809,0
200302,134510,90
200303,6727,180
200303,201781,80
200303,113595,0
200303,138706,180
200303,278149,180
200303,10615,0
200306,150375,0
200306,229771,180
200306,292639,80
200306,170046,260
200306,234547,140
200306,120693,240
200308,131453,0
200308,229683,0
200308,236239,270
200308,249471,0
200308,55997,90
200308,171196,270
200309,115539,0
200309,296044,0
200309,243673,260
200309,4474,260
200309,87181,260
200309,21636,260
200310,143030,80
200310,125232,0
200310,17790,220
200310,161251,80
200310,42334,240
200310,247494,0
200311,61697,0
200311,218019,180
200311,157372,180
200311,207389,180
200311,83383,0
200311,255060,90
200312,170676,250
200312,591,0
200312,257795,290
200312,101487,90
200312,227971,0
200312,1326,190
200313,35551,170
200313,171859,80
200313,170956,0
200313,270823,80
200313,103950,80
200313,134225,0
200314,1255,100
200314,198197,80
200314,214898,80
200314,40741,80
200314,276467,80
200314,12922,0
200319,131585,0
200319,283814,0
200319,246593,80
200319,225414,80
200319,68625,0
200319,56525,80
200322,7395,170
200322,8280,0
200322,26874,120
200322,282700,0
200322,48868,120
200322,205771,0
200327,82095,170
200327,5087,80
200327,286001,0
200327,3498,80
200327,101360,80
200327,42126,0
200333,114620,260
200333,21593,0
200333,130455,0
200333,6448,0
200333,209473,260
200333,248001,0
200335,43564,270
200335,5844,140
200335,71574,270
200335,281826,120
200335,148843,10
200335,204462,270
200336,88123,110
200336,198117,170
200336,177982,160
200336,175560,30
200336,217721,0
200336,170547,50
200338,82535,350
200338,222587,0
200338,265599,0
200338,256424,350
200338,243829,260
200338,89086,30
200342,199818,260
200342,54636,80
200342,73940,0
200342,231141,50
200342,121387,160
200342,46482,80
200343,222732,0
200343,156907,0
200343,9514,170
200343,151275,160
200343,103269,250
200343,171231,318
200344,57052,0
200344,80165,180
200344,97007,0
200344,197421,0
200344,110784,0
200344,277751,0
200348,225692,0
200348,83417,80
200348,38354,100
200348,144605,0
200348,23154,0
200348,126889,250
200349,235427,0
200349,220478,320
200349,98915,270
200349,37574,0
200349,30877,180
200349,256675,180
200356,254494,0
200356,9514,220
200356,177028,0
200356,281406,0
200356,172570,180
200356,34905,340
200359,186565,260
200359,37605,180
200359,204457,0
200359,107487,0
200359,117315,0
200359,11111,260
200360,126432,0
200360,50631,330
200360,76645,0
200360,91014,330
200360,225510,330
200360,44636,0
200361,89984,90
200361,118920,0
200361,26532,90
200361,189055,0
200361,237954,0
200361,81309,0
200364,24779,0
200364,219422,70
200364,261910,90
200364,178502,0
200364,8676,0
200364,72517,160
200367,143297,0
200367,173538,180
200367,155071,0
200367,185295,180
200367,47557,0
200367,269065,180
200368,139014,0
200368,21421,190
200368,217242,180
200368,226070,0
200368,219223,0
200368,245841,0
200369,52384,0
200369,142289,350
200369,270426,0
200369,193031,270
200369,204003,0
200369,112760,260
200370,281141,220
200370,260179,270
200370,106273,140
200370,244697,170
200370,175018,30
200370,92749,30
200371,72008,90
200371,74545,180
200371,152826,0
200371,215355,0
200371,278687,180
200371,245668,0
200374,219934,180
200374,259481,90
200374,146003,0
200374,122802,180
200374,61066,0
200374,131030,0
200383,45322,0
200383,145554,160
200383,282197,80
200383,257260,0
200383,274169,80
200383,45143,0
200384,185440,0
200384,129642,260
200384,132018,80
200384,157104,90
200384,89110,180
200384,103870,260
200385,143617,0
200385,265026,180
200385,26902,140
200385,171850,0
200385,200378,140
200385,156868,0
200387,7556,0
200387,55,0
200387,267024,0
200387,41231,0
200387,62314,0
200387,117377,0
200389,44847,0
200389,272332,260
200389,10206,170
200389,218525,80
200389,68137,0
200389,119098,0
200391,70945,170
200391,149391,0
200391,260381,180
200391,270260,90
200391,120809,0
200391,56707,0
200393,134510,220
200393,66923,0
200393,77781,0
200393,246946,260
200393,56004,90
200393,133421,260
200394,259768,90
200394,286062,0
200394,151336,190
200394,47084,90
200394,5844,160
200394,114633,180
200398,169945,270
200398,235457,230
200398,45786,0
200398,175194,230
200398,227719,90
200398,207699,90
200400,263168,0
200400,64675,0
200400,99158,180
200400,133094,0
200400,281571,0
200400,231680,0
200401,240498,280
200401,91555,250
200401,220726,0
200401,236433,160
200401,51468,80
200401,244960,190
200406,135699,0
200406,182693,0
200406,91014,200
200406,191480,0
200406,135962,200
200406,36732,200
200407,147604,0
200407,175560,100
200407,103861,0
200407,200166,100
200407,214172,90
200407,7740,0
200413,292176,0
200413,133594,0
200413,291958,180
200413,59772,180
200413,94007,180
200413,139505,0
200414,187953,0
200414,210791,160
200414,267796,140
200414,10679,120
200414,262192,0
200414,284820,0
200416,252040,180
200416,266225,180
200416,109787,90
200416,77677,0
200416,149254,0
200416,32664,0
200419,124070,0
200419,128565,180
200419,115358,170
200419,143033,0
200419,34290,0
200419,101875,80
200420,92711,90
200420,141772,0
200420,151596,0
200420,685,0
200420,291238,90
200420,117529,90
200427,179899,0
200427,66439,100
200427,170024,0
200427,82634,0
200427,70122,100
200427,133601,0
200429,288338,90
200429,253857,80
200429,1743,0
200429,59405,90
200429,93084,260
200429,142040,0
200430,45093,80
200430,101943,260
200430,286847,0
200430,3708,340
200430,150766,260
200430,170528,0
200431,125567,0
200431,65150,50
200431,221981,250
200431,38341,270
200431,8652,0
200431,134550,50
200434,187117,250
200434,47732,0
200434,150786,0
200434,200910,0
200434,250273,80
200434,291238,170
200437,130023,180
200437,120539,0
200437,48284,0
200437,29894,90
200437,265963,0
200437,66359,90
200440,170421,80
200440,270448,0
200440,144825,180
200440,272269,180
200440,5735,0
200440,217693,180
200442,244283,180
200442,171490,0
200442,106204,0
200442,70446,180
200442,235014,0
200442,253306,180
200446,191403,270
200446,53131,120
200446,134535,140
200446,221647,120
200446,281826,160
200446,255945,250
200447,273153,360
200447,41843,0
200447,260780,0
200447,138127,0
200447,145783,360
200447,294186,90
200449,48452,0
200449,116597,0
200449,91526,0
200449,12359,0
200449,136336,90
200449,271794,180
200450,51675,50
200450,26636,270
200450,168889,0
200450,2815,180
200450,229894,270
200450,54703,50
200451,185341,196
200451,151926,0
200451,10140,0
200451,82803,0
200451,152474,196
200451,54718,0
200452,274802,180
200452,103437,80
200452,137237,0
200452,142770,170
200452,268716,80
200452,211560,0
200455,141709,0
200455,2259,200
200455,43564,20
200455,230656,170
200455,169102,0
200455,54238,200
200457,73557,130
200457,114620,120
200457,123878,160
200457,261346,260
200457,106185,90
200457,246114,330
200459,47084,0
200459,225429,0
200459,20073,180
200459,121370,0
200459,73524,80
200459,94033,0
200461,95709,0
200461,222309,160
200461,115314,270
200461,199132,80
200461,36048,80
200461,228775,80
200463,33163,180
200463,129403,0
200463,156523,0
200463,142462,0
200463,287377,260
200463,44290,260
200465,232351,240
200465,239826,160
200465,157731,130
200465,59870,260
200465,138333,120
200465,227848,0
200468,167657,160
200468,178008,0
200468,242640,210
200468,190611,250
200468,129467,0
200468,281210,300
200475,223943,180
200475,174505,0
200475,268019,90
200475,168045,90
200475,36815,180
200475,246000,0
200476,234355,230
200476,190213,30
200476,282297,370
200476,256995,0
200476,27068,280
200476,175201,410
200481,149390,0
200481,139199,0
200481,44675,180
200481,218715,270
200481,46756,180
200481,67896,50
200482,28381,0
200482,177636,0
200482,155798,0
200482,170625,0
200482,10062,0
200482,207001,0
200484,151441,0
200484,188137,180
200484,213436,220
200484,281016,170
200484,170445,0
200484,54093,260
200486,62861,0
200486,295129,0
200486,239204,90
200486,113588,160
200486,34658,290
200486,97461,340
200490,24485,0
200490,182289,0
200490,545,0
200490,132003,260
200490,40041,120
200490,150250,200
200494,193791,0
200494,8912,80
200494,88313,180
200494,48000,270
200494,58361,150
200494,186266,250
200495,49793,180
200495,68839,170
200495,140802,80
200495,203414,260
200495,239284,160
200495,11667,0
200497,189128,0
200497,41473,90
200497,271384,0
200497,51867,90
200497,231141,0
200497,12106,90
200499,34231,260
200499,42334,0
200499,279161,220
200499,183277,0
200499,65494,210
200499,177415,240
200500,262534,200
200500,23824,0
200500,63433,0
200500,164591,170
200500,298,260
200500,237718,0
200504,201235,180
200504,277883,0
